Empresa,COD_LOCAL,VELOC_VIA,VELOC_MARCA,VIA,SENTIDO,PISTA,Latitude,Longitude,Enquadramento_fiscalizados,Data_inicio_operacao,DESC_LOCAL,,,,,,,,,,,,,,,,,
,5163,40,48,,,,,,,,RUA,APINAJES,"(PINHEIROS/PERDIZES),",OPOSTO,AO,NUMERO,1694,,,,,,,,,,,
,5164,40,48,,,,,,,,RUA,AURELIA,"(LAPA/PINHEIROS),",NUMERO,1906,,,,,,,,,,,,,
,5165,40,48,,,,,,,,RUA,AURELIA,"(PINHEIROS/LAPA),",NUMERO,1921,,,,,,,,,,,,,
,5166,50,58,,,,,,,,PRACA,SAO,MARCOS,"(PINHEIROS/LAPA),",A,MAIS,25,METROS,DA,AVENIDA,SAO,GUALTER,,,,,,
,5167,50,58,,,,,,,,PRACA,SAO,MARCOS,"(LAPA/PINHEIROS),",A,MAIS,25,METROS,DA,AVENIDA,SAO,GUALTER,,,,,,
,5168,50,58,,,,,,,,RUA,CAPIVARI,(PACAEMBU/BARRA,"FUNDA),",NUMERO,337,,,,,,,,,,,,
,5169,50,58,,,,,,,,AVENIDA,CECI,"(JABAQUARA/MOEMA),",NUMERO,617,,,,,,,,,,,,,
,5170,50,58,,,,,,,,AVENIDA,JABAQUARA,"(CENTRO/BAIRRO),",NUMERO,452,,,,,,,,,,,,,
,5171,50,58,,,,,,,,RUA,LOEFGREEN,(IPIRANGA/VILA,"MARIANA),",NUMERO,20,,,,,,,,,,,,
,5172,50,58,,,,,,,,RUA,LOEFGREEN,(VILA,"MARIANA/IPIRANGA),",OPOSTO,AO,NUMERO,20,,,,,,,,,,
,5173,50,58,,,,,,,,AVENIDA,BRIGADEIRO,LUIS,ANTONIO,"(CENTRO/BAIRRO),",NUMERO,2974,,,,,,,,,,,
,5174,50,58,,,,,,,,AVENIDA,BRIGADEIRO,LUIS,ANTONIO,"(CENTRO/BAIRRO),",NUMERO,3950,,,,,,,,,,,
,5175,50,58,,,,,,,,AVENIDA,JABAQUARA,"(BAIRRO/CENTRO),",NUMERO,413,,,,,,,,,,,,,
,5176,50,58,,,,,,,,AVENIDA,DA,LIBERDADE,"(BAIRRO/CENTRO),NUMERO",965,,,,,,,,,,,,,
,5177,50,58,,,,,,,,AVENIDA,DA,LIBERDADE,"(CENTRO/BAIRRO),NUMERO",896,,,,,,,,,,,,,
,5178,50,58,,,,,,,,AVENIDA,JABAQUARA,"(CENTRO/BAIRRO),",NUMERO,2046,-,FAIXA,EXCLUSIVA,DE,ONIBUS,,,,,,,,
,5179,50,58,,,,,,,,AVENIDA,IBIRAPUERA,"(BAIRRO/CENTRO),",AMENOS,7,METROS,DA,RUA,IPE,,,,,,,,,
,5180,50,58,,,,,,,,AVENIDA,IBIRAPUERA,"(CENTRO/BAIRRO),",AMENOS,5,METROS,DO,LARGO,MESTRE,DE,AVIZ,,,,,,,
,5181,60,68,,,,,,,,AVENIDA,DO,CURSINO,"(BAIRRO/CENTRO),",AMAIS,6,METROS,DA,RUA,CARLOS,MOTTA,MARCHI,,,,,,
,5182,60,68,,,,,,,,AVENIDA,DO,CURSINO,"(CENTRO/BAIRRO),",OPOSTO,AO,NUMERO,5797,,,,,,,,,,
,5183,60,68,,,,,,,,R,JOAO,PASSALAQUA,"(BAIRRO/CENTRO),",A,MENOS,30M,DA,R,PROF,LAERTE,R.,DE,CARVALHO,,,,
,5184,60,68,,,,,,,,RUA,JOAO,PASSALAQUA,"(CENTRO/BAIRRO),",NUMERO,206,,,,,,,,,,,,
,5185,60,68,,,,,,,,AVENIDA,INDIANOPOLIS,"(JABAQUARA/IBIRAPUERA),",NUMERO,767,,,,,,,,,,,,,
,5186,50,58,,,,,,,,AVENIDA,NOVE,DE,JULHO,"(CENTRO/BAIRRO),",NUMERO,4364,-,FAIXA,EXCLUSIVA,DE,ONIBUS,,,,,,
L3,5187,60,68,,,,-23574487,-46667865,,10/25/2014,AVENIDA,NOVE,DE,JULHO,"(CENTRO/BAIRRO),",NUMERO,4364,,,,,,,,,,,
,5188,50,58,,,,,,,,AVENIDA,NOVE,DE,JULHO,"(BAIRRO/CENTRO),",NUMERO,4325,-,FAIXA,EXCLUSIVA,DE,ONIBUS,,,,,,
L3,5189,60,68,,,,-23574867,-46668000,,10/25/2014,AVENIDA,NOVE,DE,JULHO,"(BAIRRO/CENTRO),",NUMERO,4325,,,,,,,,,,,
,5190,50,58,,,,,,,,AVENIDA,NOVE,DE,JULHO,"(BAIRRO/CENTRO),",NUMERO,2029,-,FAIXA,EXCLUSIVA,DE,ONIBUS,,,,,,
L3,5191,60,68,,,,-23559303,-46653926,,1/29/2015,AVENIDA,NOVE,DE,JULHO,"(BAIRRO/CENTRO),",NUMERO,2029,,,,,,,,,,,
,5192,50,58,,,,,,,,AVENIDA,NOVE,DE,JULHO,"(CENTRO/BAIRRO),",NUMERO,2054,-,FAIXA,EXCLUSIVA,DE,ONIBUS,,,,,,
,5193,60,68,,,,,,,,AVENIDA,NOVE,DE,JULHO,"(CENTRO/BAIRRO),",NUMERO,2054,,,,,,,,,,,
,5194,50,58,,,,,,,,AV,EUSEBIO,MATOSO,"(B/C),",A,MENOS,5M,DA,R,SAO,COLUMBANO-FX,EXCLUSIVA,DE,ONIBUS,,,,
,5195,60,68,,,,,,,,AVENIDA,EUSEBIO,MATOSO,"(BAIRRO/CENTRO),",A,MENOS,5,METROS,DA,RUA,SAO,COLUMBANO,,,,,,
,5196,50,58,,,,,,,,AV,EUSEBIO,MATOSO,"(C/B),",A,MAIS,70M,DA,R,CARDEAL,ARCOVERDE-FX,EXCLUS,DE,ONIBUS,,,,
L3,5197,60,68,,,,-23571487,-46696156,,9/26/2014,AV,EUSEBIO,MATOSO,"(CENTRO/BAIRRO),",A,MAIS,70,METROS,DA,R,CARDEAL,ARCOVERDE,,,,,,
,5198,50,58,,,,,,,,AVENIDA,REBOUCAS,"(BAIRRO/CENTRO),",NUMERO,839,-,FAIXA,EXCLUSIVA,DE,ONIBUS,,,,,,,,
L3,5199,60,68,,,,-23559704,-46669992,,10/25/2014,AVENIDA,REBOUCAS,"(BAIRRO/CENTRO),",NUMERO,839,,,,,,,,,,,,,
,5200,50,58,,,,,,,,AVENIDA,REBOUCAS,"(CENTRO/BAIRRO),",OPOSTO,NUMERO,839,-,FAIXA,EXCLUSIVA,DE,ONIBUS,,,,,,,
L3,5201,60,68,,,,-23559463,-46670256,,10/25/2014,AVENIDA,REBOUCAS,"(CENTRO/BAIRRO),",OPOSTO,NUMERO,839,,,,,,,,,,,,
,5202,50,58,,,,,,,,AVENIDA,REBOUCAS,"(BAIRRO/CENTRO),",NUMERO,2485,-,FAIXA,EXCLUSIVA,DE,ONIBUS,,,,,,,,
L3,5203,60,68,,,,-23567609,-46683678,,9/26/2014,AVENIDA,REBOUCAS,"(BAIRRO/CENTRO),",NUMERO,2485,,,,,,,,,,,,,
,5204,50,58,,,,,,,,AVENIDA,REBOUCAS,"(CENTRO/BAIRRO),",NUMERO,2472,-,FAIXA,EXCLUSIVA,DE,ONIBUS,,,,,,,,
L3,5205,60,68,,,,-23567139,-46683785,,9/26/2014,AVENIDA,REBOUCAS,"(CENTRO/BAIRRO),",NUMERO,2472,,,,,,,,,,,,,
L3,5206,60,68,,,,-23666717,-46507749,,11/27/2014,AVENIDA,QUEIROZ,FILHO,"(BAIRRO/CENTRO),",NUMERO,313,,,,,,,,,,,,
L3,5207,60,68,,,,-23607330,-46605874,,12/5/2014,AVENIDA,PRESIDENTE,TANCREDO,NEVES,"(ANCHIETA/IMIGRANTES),",NUMERO,332,,,,,,,,,,,
,5208,60,68,,,,,,,,AVENIDA,PRESIDENTE,TANCREDO,NEVES,"(IMIGRANTES/ANCHIETA),",OPOSTO,NUMERO,298,,,,,,,,,,
,5209,50,58,,,,,,,,AV,FRANCISCO,MATARAZZO,"(CENTRO/BAIRRO),",NUMERO,524,-,FAIXA,EXCLUSIVA,DE,ONIBUS,,,,,,,
L3,5210,60,68,,,,-23529653,-46667718,,11/27/2014,AVENIDA,FRANCISCO,MATARAZZO,"(CENTRO/BAIRRO),",NUMERO,524,,,,,,,,,,,,
,5211,50,58,,,,,,,,AV,FRANCISCO,MATARAZZO,"(BAIRRO/CENTRO),",OPOSTO,NR,524,-,FX,EXCLUSIVA,DE,ONIBUS,,,,,,
L3,5212,60,68,,,,-23529594,-46668082,,11/27/2014,AVENIDA,FRANCISCO,MATARAZZO,"(BAIRRO/CENTRO),",OPOSTO,NUMERO,524,,,,,,,,,,,
L3,5213,50,58,,,,-23525835,-46676859,,12/31/2014,AV,FRANCISCO,MATARAZZO,"(BAIRRO/CENTRO),",OPOSTO,NR,1500,-,FX,EXCLUSIVA,DE,ONIBUS,,,,,,
,5214,60,68,,,,,,,,AVENIDA,FRANCISCO,MATARAZZO,"(BAIRRO/CENTRO),",OPOSTO,NUMERO,1500,,,,,,,,,,,
L3,5215,60,68,,,,-23592639,-46648032,,12/5/2014,RUA,SENA,MADUREIRA,(VILA,"MARIANA/IBIRAPUERA),",NUMERO,1484,,,,,,,,,,,
L3,5216,60,68,,,,-23535534,-46662811,,11/15/2014,AVENIDA,PACAEMBU,(BARRA,"FUNDA/PACAEMBU),",NUMERO,1044,,,,,,,,,,,,
L3,5217,60,68,,,,-23534764,-46662170,,11/15/2014,AVENIDA,PACAEMBU,(PACAEMBU/BARRA,"FUNDA),",NUMERO,885,,,,,,,,,,,,
,5218,60,68,,,,,,,,AVENIDA,DOUTOR,GASTAO,VIDIGAL,(MARGINAL,TIETE/VILA,LEOPOLDINA),NUMERO,1234,,,,,,,,,
L3,5219,60,68,,,,-23522040,-46740836,,12/24/2014,AV,DR,GASTAO,VIDIGAL,(V,LEOPOLDINA/MARG,"TIETE),",A,MAIS,14M,DA,R,MAJOR,PALADINO,,,,
L3,5220,60,68,,,,-23557100,-46707204,,12/3/2014,AV,ANTONIO,BATUIRA,(MARG,PINHEIROS/PCA,"PANAM),",A,MENOS,20M,DA,AV,DOS,SEMANEIROS,,,,,
L3,5221,50,58,,,,-23542075,-46718987,,12/3/2014,AVENIDA,PADRE,PEREIRA,DE,ANDRADE,"(PINHEIROS/LAPA),",NUMERO,575,,,,,,,,,,
,5222,60,68,,,,,,,,AV,BRIG.,FARIA,LIMA,(ITAIM/PINHEIROS),X,AV,PRES.,JUSCELINO,KUBITSCHEK,,,,,,,,
L3,5223,60,68,,,,-23519347,-46724062,,11/27/2014,RUA,MONTE,PASCAL,"(ANHANGUERA/LAPA),",AMAIS,29,METROS,DA,RUA,SAMUEL,KLABIN,,,,,,,
L3,5224,60,68,,,,-23519664,-46723024,,12/20/2014,RUA,MONTE,PASCAL,"(LAPA/ANHANGUERA),",AMAIS,17,METROS,DO,NUMERO,300,,,,,,,,
L3,5225,60,68,,,,-23629259,-46629979,,1/0/1900,RUA,VERGUEIRO,(IPIRANGA/VILA,MARIANA),X,RUA,DIDEROT,,,,,,,,,,,
,5226,50,58,,,,,,,,RUA,DA,CONSOLACAO,"(BAIRRO/CENTRO),",NUMERO,927,-,FAIXA,EXCLUSIVA,DE,ONIBUS,,,,,,,
L3,5227,60,68,,,,-23666766,46507738,,11/27/2014,AVENIDA,QUEIROZ,FILHO,"(CENTRO/BAIRRO),",OPOSTO,AO,NUMERO,313,,,,,,,,,,
L3,5228,60,68,,,,-23629259,-46629979,,1/0/1900,R,CONEGO,EUGENIO,LEITE,(BAIRRO/CENTRO),X,R,ARTUR,DE,AZEVEDO,,,,,,,,
,5229,60,68,,,,,,,,AV,PRESIDENTE,JUSCELINO,KUBTISCHEK,(MARGINAL,"PINHEIROS/IBIRAPUERA),",NUMERO,983,,,,,,,,,,
,5230,60,68,,,,,,,,AV,ANTONIO,JOAQUIM,DE,MOURA,ANDRADE,(MARGINAL,"PINHEIROS/IBIRAPUERA),",NUMERO,175,,,,,,,,
,5231,40,48,,,,,,,,RUA,MAURICIO,FRANCISCO,KLABIN,(VILA,"MARIANA/IPIRANGA),",NUMERO,422,,,,,,,,,,
,5232,60,68,,,,,,,,AV,DR,RICARDO,JAFET,"(IPIRANGA/IMIGRANTTES),",A,MAIS,27M,DA,R,MARY,BAIDA,SALEM,,,,,
,5233,40,48,,,,,,,,R,CARDOSO,DE,ALMEIDA,(PACAEMBU/B,"FUNDA),",A,MENOS,131M,DA,R,MONS,ALBERTO,PEQUENO,,,,
,5234,50,58,,,,,,,,RUA,HEITOR,PENTEADO,"(CENTRO/BAIRRO),",AMAIS,88,METROS,DO,VIADUTO,DOUTOR,ARNALDO,,,,,,,
,5235,40,48,,,,,,,,RUA,JOHN,HARRISON,(BARRA,"FUNDA/LAPA),OPOSTO",AO,NUMERO,735,,,,,,,,,,
,5236,40,48,,,,,,,,RUA,CERRO,CORA,"(LAPA/JAGUARE),",NUMERO1268,,,,,,,,,,,,,
,5237,40,48,,,,,,,,RUA,CERRO,CORA,(JAGUARE/LAPA),",",OPOSTO,NUMERO,1268,,,,,,,,,,
,5238,40,48,,,,,,,,RUA,CERRO,CORA,"(LAPA/JAGUARE),",NUMERO2384,,,,,,,,,,,,,
,5239,40,48,,,,,,,,RUA,CERRO,CORA,"(JAGUARE/LAPA),",NUMERO2375,,,,,,,,,,,,,
,5240,50,58,,,,,,,,AV,PROF,FONSECA,RODRIGUES,(V.,"LEOPOLDINA/PINHEIROS),",A,MAIS,267M,DA,PCA,APECATU,,,,,,
,5241,50,58,,,,,,,,AV,PROF,FONSECA,RODRIGUES,(PINHEIROS/V.,"LEOPOLDINA),",A,MENOS,26M,DA,R,UBIRACICA,,,,,,
,5242,40,48,,,,,,,,R,MAJOR,PALADINO,(V.,DOS,"REMEDIOS/LAPA),",A,MAIS,23M,DA,PONTE,DOS,REMEDIOS,,,,,
,5243,40,48,,,,,,,,RUA,TITO,"(LAPA/PERDIZES),",NUMERO,21,,,,,,,,,,,,,
,5244,50,58,,,,,,,,VD,ARMANDO,PUGLISI,DO,BEXIGA,"(PARAISO/CONSOL),",ALT,DO,N,911,DA,R,TREZE,DE,MAIO,,,
,5245,40,48,,,,,,,,AVENIDA,DO,CURSINO,"(CENTRO/BAIRRO),",OPOSTO,NUMERO,3271,,,,,,,,,,,
,5246,40,48,,,,,,,,AVENIDA,DO,CURSINO,"(BAIRRO/CENTRO),",NUMERO,3271,,,,,,,,,,,,
,5247,40,48,,,,,,,,RUA,DOM,VILARES,(IMIGRANTES/ANCHIETA),X,RUA,EVOLUCAO,,,,,,,,,,,
,5248,40,48,,,,,,,,RUA,DOM,VILARES,(ANCHIETA/IMIGRANTES),X,RUA,EVOLUCAO,,,,,,,,,,,
,5249,40,48,,,,,,,,AVENIDA,ENGENHEIRO,EDGAR,EGIDIO,DE,SOUZA,(SANTA,"CECILIA/PACAEMBU),",NUMERO,303,,,,,,,,
,5250,40,48,,,,,,,,AVENIDA,DOUTOR,GENTIL,DE,MOURA,"(CENTRO/BAIRRO),",NUMERO,980,,,,,,,,,,
,5251,40,48,,,,,,,,AVENIDA,IV,CENTENARIO,"(CENTRO/BAIRRO),",OPOSTO,NUMERO,1105,,,,,,,,,,,
,5252,40,48,,,,,,,,AVENIDA,IV,CENTENARIO,"(BAIRRO/CENTRO),",NUMERO,1105,,,,,,,,,,,,
,5253,50,58,,,,,,,,RUA,DOS,LAVAPES,"(CENTRO/BAIRRO),",NUMERO,568,,,,,,,,,,,,
,5254,40,48,,,,,,,,RUA,MAESTRO,CARDIM,"(PARAISO/LIBERDADE),",NUMERO,1251,,,,,,,,,,,,
,5255,40,48,,,,,,,,RUA,NOSSA,SENHORA,DA,SAUDE,"(ANCHIETA/IMIGRANTES),",NUMERO,1387,,,,,,,,,,
,5256,40,48,,,,,,,,RUA,NOSSA,SENHORA,DA,SAUDE,"(IMIGRANTES/ANCHIETA),",NUMERO,1394,,,,,,,,,,
,5257,40,48,,,,,,,,AVENIDA,PADRE,ARLINDO,"VIEIRA(ANCHIETA/IMIGRANTES),",NUMERO,3100,,,,,,,,,,,,
,5258,40,48,,,,,,,,AVENIDA,PADRE,ARLINDO,VIEIRA,"(IMIGRANTES/ANCHIETA),",NUMERO,3101,,,,,,,,,,,
,5259,40,48,,,,,,,,RUA,ENGENHEIRO,RANULFO,PINHEIRO,DE,LIMA,(IPIRANGA/VILA,"MARIANA),",NUMERO,74,,,,,,,,
,5260,40,48,,,,,,,,R,RIBEIRO,LACERDA(ANCHIETA/IMIGRANTES),X,R,FONSECA,DA,COSTA,,,,,,,,,,
,5261,40,48,,,,,,,,R,RIBEIRO,LACERDA(IMIGRANTES/ANCHIETA),X,R,FONSECA,DA,COSTA,,,,,,,,,,
,5262,40,48,,,,,,,,RUA,VERGUEIRO,"(CENTRO/BAIRRO),",OPOSTONUMERO,8527,,,,,,,,,,,,,
,5263,40,48,,,,,,,,RUA,VERGUEIRO,"(BAIRRO/CENTRO),",NUMERO8527,,,,,,,,,,,,,,
,5264,40,48,,,,,,,,RUA,CORONEL,DIOGO,"(CAMBUCI/IPIRANGA),NUMERO",1199,,,,,,,,,,,,,
,5265,40,48,,,,,,,,RUA,CORONEL,DIOGO,"(IPIRANGA/CAMBUCI),OPOSTO",AO,NUMERO,1199,,,,,,,,,,,
L3,5266,50,58,,,,-23578929,-46640057,,11/15/2014,RUA,VERGUEIRO,"(CENTRO/BAIRRO),",NUMERO2016,-,FAIXA,EXCLUSIVA,DE,ONIBUS,,,,,,,,,
,5267,60,68,,,,,,,,AVENIDA,NAZARE,"(CENTRO/BAIRRO),",NUMERO,588,,,,,,,,,,,,,
L3,5268,60,68,,,,-23589156,-46610535,,1/0/1900,AVENIDA,NAZARE,"(CENTRO/BAIRRO),",NUMERO,588,-,FAIXA,EXCLUSIVA,DE,ONIBUS,,,,,,,,
,5269,60,68,,,,,,,,AVENIDA,JABAQUARA,"(CENTRO/BAIRRO),",A,MAIS,32,METROS,DA,AVENIDA,ITACIRA,,,,,,,,
,5270,60,68,,,,,,,,AVENIDA,JABAQUARA,"(BAIRRO/CENTRO),",NUMERO,2721,,,,,,,,,,,,,
,5271,50,58,,,,,,,,AVENIDA,REBOUCAS,"(BAIRRO/CENTRO),",NUMERO,1921,-,FAIXA,EXCLUSIVA,DE,ONIBUS,,,,,,,,
,5272,60,68,,,,,,,,AVENIDA,REBOUCAS,"(BAIRRO/CENTRO),",NUMERO,1921,,,,,,,,,,,,,
,5273,50,58,,,,,,,,AV,REBOUCAS,"(CENTRO/BAIRRO),",A,MENOS,15M,DA,R,DOS,PINHEIROS-FX,EXCLUS,DE,ONIBUS,,,,,
,5274,60,68,,,,,,,,AVENIDA,REBOUCAS,"(CENTRO/BAIRRO),",A,MENOS,15,METROS,DA,RUA,DOS,PINHEIROS,,,,,,,
,5275,60,68,,,,,,,,AVENIDA,DOUTOR,RICARDO,JAFET,"(IPIRANGA/IMIGRANTES),",NUMERO,1188,,,,,,,,,,,
,5276,60,68,,,,,,,,AVENIDA,DOUTOR,RICARDO,JAFET,"(IMIGRANTES/IPIRANGA),",NUMERO,1283,,,,,,,,,,,
,5277,60,68,,,,,,,,AVENIDA,PROFESSOR,ABRAAO,DE,MORAIS,"(IMIGRANTES/IPIRANGA),",NUMERO,451,,,,,,,,,,
,5278,60,68,,,,,,,,AVENIDA,PROFESSOR,ABRAAO,DE,MORAIS,"(IPIRANGA/IMIGRANTES),",NUMERO,900A,,,,,,,,,,
,5279,50,58,,,,,,,,AVENIDA,SANTO,AMARO,"(BAIRRO/CENTRO),",NUMERO,285,-,FAIXA,EXCLUSIVA,DE,ONIBUS,,,,,,,
,5280,60,68,,,,,,,,AVENIDA,SANTO,AMARO,"(BAIRRO/CENTRO),",NUMERO,285,,,,,,,,,,,,
,5281,50,58,,,,,,,,AVENIDA,SANTO,AMARO,"(CENTRO/BAIRRO),",NUMERO,364,-,FAIXA,EXCLUSIVA,DE,ONIBUS,,,,,,,
,5282,60,68,,,,,,,,AVENIDA,SANTO,AMARO,"(CENTRO/BAIRRO),",NUMERO,364,,,,,,,,,,,,
,5283,50,58,,,,,,,,AVENIDA,BERNARDINO,DE,CAMPOS,"(BAIRRO/CENTRO),",NUMERO,207,,,,,,,,,,,
,5284,50,58,,,,,,,,AVENIDA,BERNARDINO,DE,CAMPOS,"(CENTRO/BAIRRO),",NUMERO,360,,,,,,,,,,,
,5285,60,68,,,,,,,,AVENIDA,EUROPA,"(BAIRRO/CENTRO),",NUMERO,725,,,,,,,,,,,,,
,5286,60,68,,,,,,,,AVENIDA,NAZARE,"(BAIRRO/CENTRO),",NUMERO,1361,,,,,,,,,,,,,
L3,5287,40,48,,,,-23575956,-46690210,,12/12/2014,ALAMEDA,GABRIEL,MONTEIRO,DA,SILVA,(MARGINAL,"PINHEIROS/CENTRO),",NUMERO,2453,,,,,,,,,
L3,5288,50,58,,,,-23537548,-46689981,,12/24/2014,AVENIDA,POMPEIA,(POMPEIA/MARGINAL,"TIETE),",NUMERO,1603,,,,,,,,,,,,
L3,5289,50,58,,,,-23537071,-46689968,,1/0/1900,AV,POMPEIA,(MARGINAL,"TIETE/POMPEIA),",NUMERO,1536,,,,,,,,,,,,
,5290,60,68,,,,,,,,AVENIDA,INDIANOPOLIS,"(JABAQUARA/IBIRAPUERA),",OPOSTO,AO,NUMERO,46,,,,,,,,,,,
,5291,50,58,,,,,,,,AVENIDA,IBIRAPUERA,"(CENTRO/BAIRRO),",NUMERO,1994,-,FAIXA,EXCLUSIVA,DE,ONIBUS,,,,,,,,
,5292,50,58,,,,,,,,AVENIDA,IBIRAPUERA,"(CENTRO/BAIRRO),",NUMERO,1994,,,,,,,,,,,,,
,5293,60,68,,,,,,,,AVENIDA,BRIGADEIRO,FARIA,LIMA,"(PINHEIROS/ITAIM),",NUMERO,4532,,,,,,,,,,,
,5294,50,58,,,,,,,,AVENIDA,NOVE,DE,JULHO,"(CENTRO/BAIRRO),",NUMERO,3384,-,FAIXA,EXCLUSIVA,DE,ONIBUS,,,,,,
,5295,60,68,,,,,,,,AVENIDA,NOVE,DE,JULHO,"(CENTRO/BAIRRO),",NUMERO,3384,,,,,,,,,,,
,5296,60,68,,,,,,,,AVENIDA,PEDRO,ALVARES,CABRAL,"(JABAQUARA/IBIRAPUERA),",NUMERO,201,,,,,,,,,,,
,5297,60,68,,,,,,,,AV,PEDRO,ALVARES,CABRAL,"(JABAQUARA/IBIRAPUERA),",NUMERO,201,-,FX,EXCL,DE,ONIBUS,,,,,,
L3,5298,50,58,,,,-23602530,-46602254,,1/0/1900,RUA,BOM,PASTOR,"(HELIOPOLIS/SACOMA),",NUMERO,3019,,,,,,,,,,,,
,5299,60,68,,,,,,,,AVENIDA,DO,CURSINO,(BAIRRO/CENTRO),X,PRACA,ANTONIO,PUGLIESI,,,,,,,,,,
,5300,60,68,,,,,,,,AVENIDA,REPUBLICA,DO,LIBANO,"(CENTRO/BAIRRO),",NUMERO,528,,,,,,,,,,,
,5301,50,58,,,,,,,,AVENIDA,FAGUNDES,FILHO,"(JABAQUARA/CURSINO),",NUMERO,789,,,,,,,,,,,,
,5302,50,58,,,,,,,,RUA,BARAO,DE,JUNDIAI,"(BAIRRO/CENTRO),NUMERO",272,,,,,,,,,,,,
,5303,50,58,,,,,,,,RUA,AUGUSTA,"(BAIRRO/CENTRO),",NUMERO,1801,,,,,,,,,,,,,
L3,5304,50,58,,,,-23558677,-46660998,,1/0/1900,RUA,AUGUSTA,"(CENTRO/BAIRRO),",NUMERO,1828,,,,,,,,,,,,,
,5305,60,68,,,,,,,,AVENIDA,CIDADE,JARDIM,(BAIRRO/CENTRO),X,RUA,ARACARI,-,FAIXA,EXCLUSIVA,DE,ONIBUS,,,,,,
L3,5306,40,48,,,,-23629259,-46629979,,1/0/1900,AVENIDA,HIGIENOPOLIS,"(CENTRO/BAIRRO),NUMERO",235,,,,,,,,,,,,,,
,5307,50,58,,,,,,,,RUA,DA,CONSOLACAO,"(CENTRO/BAIRRO),",NUMERO,1272,-,FAIXA,EXCLUSIVA,DE,ONIBUS,,,,,,,
,5308,60,68,,,,,,,,RUA,DA,CONSOLACAO,"(CENTRO/BAIRRO),",NUMERO,1272,,,,,,,,,,,,
,5309,40,48,,,,,,,,RUA,PEDROSO,(LIBERDADE/BELA,"VISTA),",NUMERO,258,,,,,,,,,,,,
,5310,40,48,,,,,,,,RUA,DONA,VERIDIANA,(CONSOLACAO/SANTA,"CECILIA),",NUMERO,298,,,,,,,,,,,
,5311,50,58,,,,,,,,AVENIDA,NOVE,DE,JULHO,"(BAIRRO/CENTRO),",NUMERO,3117,-,FAIXA,EXCLUSIVA,DE,ONIBUS,,,,,,
L3,5312,60,68,,,,-23567539,-46659307,,1/29/2015,AVENIDA,NOVE,DE,JULHO,"(BAIRRO/CENTRO),",NUMERO,3117,,,,,,,,,,,
,5313,60,68,,,,,,,,AVENIDA,PAULO,VI,"(PERDIZES/PINHEIROS),",NUMERO,2022,,,,,,,,,,,,
L3,5314,60,68,,,,-23546945,-46677138,,12/31/2014,AVENIDA,PAULO,VI,"(PERDIZES/PINHEIROS),",NUMERO,2022,-,FAIXA,EXCLUSIVA,DE,ONIBUS,,,,,,,
,5315,60,68,,,,,,,,AV,PAULO,VI,"(PINHEIROS/PERDIZES),",OPOSTO,AO,NUMERO,2004,,,,,,,,,,
L3,5316,60,68,,,,-23596257,-46676717,,12/31/2014,AVENIDA,PAULO,VI,"(PINHEIROS/PERDIZES),",OPOSTO,AO,NUMERO,2004,#NAME?,EXCL,DE,ONIBUS,,,,,,
,5317,70,78,,,,,,,,AVENIDA,RUBEM,BERTA,"(BAIRRO/CENTRO),",A,MAIS,70,METROS,DO,NUMERO,1377,,,,,,,
L3,5318,50,58,,,,-23567582,-46695168,,2/5/2015,RUA,TEODORO,SAMPAIO,"(BAIRRO/CENTRO),",NUMERO,2883,,,,,,,,,,,,
,5319,50,58,,,,,,,,AV,ERMANO,MARCHETTI,"(B/C),",A,MAIS,150M,DA,PTE,DO,PIQUERI,-,FX,EXCL,DE,ONIBUS,,
L3,5320,60,68,,,,-23515439,-46695767,,1/14/2015,AVENIDA,ERMANO,MARCHETTI,(BAIRRO/CENTRO),A,MAIS,150,METROS,DA,PONTE,DO,PIQUERI,,,,,,
L3,5321,50,58,,,,23560418,-46682111,,2/5/2015,RUA,TEODORO,SAMPAIO,"(BAIRRO/CENTRO),",NUMERO,1316,-,FAIXA,EXCLUSIVA,DE,ONIBUS,,,,,,,
,5322,60,68,,,,,,,,AVENIDA,CIDADE,JARDIM,(BAIRRO/CENTRO),X,RUA,ARACARI,,,,,,,,,,,
L3,5323,60,68,,,,-23548743,-46651520,,12/20/2014,RUA,DA,CONSOLACAO,"(BAIRRO/CENTRO),",NUMERO,927,,,,,,,,,,,,
,6000,40,48,,,,,,,,R.,NOVA,"BRASILIA,",PX.,R.,PRIMEIRO,SORRISO,(SENT.,SAPOPEMBA/BARREIRA,GRANDE),,,,,,,,
,6001,40,48,,,,,,,,R.,NOVA,"BRASILIA,",PX.,R.,PRIMEIRO,SORRISO,(SENT.,BARREIRA,GRANDE/SAPOPEMBA),,,,,,,,
,6002,40,48,,,,,,,,RUA,ANA,"CLARA,",PROXIMO,A,RUA,SANTAZITA,(SENT.,MORAIS,COSTA/ORATORIO),,,,,,,,
,6003,40,48,,,,,,,,AV,ENG,HEITOR,ANTONIO,EIRAS,"GARCIA,",PXR,CEL,PAULO,SOUZA,BARROS,(RAPOSO/BUTANTA),,,,,,
,6004,40,48,,,,,,,,AV,ENG,HEITOR,ANTONIO,EIRAS,"GARCIA,",PXR,CEL,PAULO,SOUZA,BARROS,(BUTANTA/RAPOSO),,,,,,
,6005,40,48,,,,,,,,R.,CEL.,"DIOGO,",PX.,R.,MARIANO,PROCOPIO,-,SENTIDO,CAMBUCI/IPIRANGA,,,,,,,,
